score,name,tail,imo,mmsi,flag,geartype,port,km,near,kn,h,vid,flag_gfw,flag_greatcircle
0.9125,MARIO R,ARIO R,9018919,701000943,ARG,TRAWLERS,comodoro rivadavia,297.1,217.2,9.3,17.3,ef7e139db-bacf-1747-b04d-497ec5156483,TFCCTF{701000943_comodoro rivadavia_08.09.2023_11:38_AM_217.2},TFCCTF{701000943_comodoro rivadavia_08.09.2023_11:38_AM_297.1}
0.9125,EL SECRE, SECRE,8737518,224148940,ESP,TRAWLERS,almeria,115.3,75.1,9.3,6.7,8cf8bf498-82c8-fd53-900a-c5ae16f560ce,TFCCTF{224148940_almeria_02.09.2023_04:53_AM_75.1},TFCCTF{224148940_almeria_02.09.2023_04:53_AM_115.3}
0.9125,KATHY ANN,HY ANN,8813908,367384580,USA,TRAWLERS,barnegat lighthouse,121.6,78.7,9.3,7.1,9c972a1c1-1988-e365-e999-4ec106f7b3f9,TFCCTF{367384580_barnegat lighthouse_13.09.2023_02:25_AM_78.7},TFCCTF{367384580_barnegat lighthouse_13.09.2023_02:25_AM_121.6}
0.9125,ATLANTIK,LANTIK,8833908,273427500,RUS,TRAWLERS,retinskoe,220.2,127.2,9.3,12.8,056fd8f0a-a655-97af-89ea-21b95089f21a,TFCCTF{273427500_retinskoe_02.09.2023_08:44_AM_127.2},TFCCTF{273427500_retinskoe_02.09.2023_08:44_AM_220.2}
0.9125,MARBELLA,RBELLA,9077941,701000759,ARG,TRAWLERS,mar del plata,352.9,144.3,9.3,20.5,eee5fc837-7e8c-bd0f-6a60-612b649a8c73,TFCCTF{701000759_mar del plata_03.09.2023_11:47_PM_144.3},TFCCTF{701000759_mar del plata_03.09.2023_11:47_PM_352.9}
0.90563,SHKVAL,SHKVAL,8313984,273430460,RUS,TRAWLERS,murmansk,132.0,77.6,8.3,8.5,455c40f57-7457-19c6-7487-fd5d77e9f1bb,TFCCTF{273430460_murmansk_14.09.2023_04:02_AM_77.6},TFCCTF{273430460_murmansk_14.09.2023_04:02_AM_132.0}
0.9,ARBUMASA X,MASA X,8615473,701000720,ARG,TRAWLERS,puerto deseado,236.9,234.3,9.2,13.8,57063c950-0272-9fea-9475-f0344f27438e,TFCCTF{701000720_puerto deseado_02.09.2023_01:30_AM_234.3},TFCCTF{701000720_puerto deseado_02.09.2023_01:30_AM_236.9}
0.9,OTTERBANK,ERBANK,7117644,659285000,NAM,TRAWLERS,walvis bay,112.1,114.4,9.2,6.6,0780dd65b-bdad-65a8-3006-6b8e38ae4e48,TFCCTF{659285000_walvis bay_03.09.2023_05:25_AM_114.4},TFCCTF{659285000_walvis bay_03.09.2023_05:25_AM_112.1}
0.9,OTTER BANK F/V,NK F/V,9219721,228425700,FRA,TRAWLERS,torshavn,87.2,80.0,10.8,4.4,b17b91951-1c99-a7ee-d930-86a4865e34f0,TFCCTF{228425700_torshavn_04.09.2023_09:22_PM_80.0},TFCCTF{228425700_torshavn_04.09.2023_09:22_PM_87.2}
0.9,EL MARISCO I,ISCO I,8836845,701000714,ARG,TRAWLERS,mar del plata,351.9,270.8,9.2,20.7,40a4bfd59-9b91-69d0-359e-13fb28cd4de6,TFCCTF{701000714_mar del plata_09.09.2023_07:05_PM_270.8},TFCCTF{701000714_mar del plata_09.09.2023_07:05_PM_351.9}
0.9,GRAN.CAPITAN...,TAN...,8747721,701006054,ARG,TRAWLERS,mar del plata,272.9,182.8,9.2,15.9,0f07879d3-331c-42eb-2c2d-a7241d6582c0,TFCCTF{701006054_mar del plata_02.09.2023_10:44_AM_182.8},TFCCTF{701006054_mar del plata_02.09.2023_10:44_AM_272.9}
0.9,SEAWOLF,EAWOLF,7926590,367088480,USA,TRAWLERS,dutch harbor,115.6,76.7,9.2,6.8,307846c92-2bed-781f-3ca8-b2a4b837739e,TFCCTF{367088480_dutch harbor_01.09.2023_05:47_AM_76.7},TFCCTF{367088480_dutch harbor_01.09.2023_05:47_AM_115.6}
0.9,ZENITH,ZENITH,9849540,273211440,RUS,TRAWLERS,kirkenes,479.4,315.2,10.8,23.9,980a28ad3-3ca9-e1bd-6b00-3c508d5b643c,TFCCTF{273211440_kirkenes_06.09.2023_05:35_AM_315.2},TFCCTF{273211440_kirkenes_06.09.2023_05:35_AM_479.4}
0.9,VIKING,VIKING,7511814,366222330,USA,TRAWLERS,dutch harbor,122.6,69.6,9.2,7.2,0ac282b3a-ab71-8f14-9cb1-331d3f915a4e,TFCCTF{366222330_dutch harbor_01.09.2023_02:13_AM_69.6},TFCCTF{366222330_dutch harbor_01.09.2023_02:13_AM_122.6}
0.9,CIUDAD FELIZ, FELIZ,8421834,701000837,ARG,TRAWLERS,mar del plata,351.7,133.9,9.2,20.6,a950f05c3-3d32-5336-5ff8-18893f8f83e9,TFCCTF{701000837_mar del plata_02.09.2023_06:16_PM_133.9},TFCCTF{701000837_mar del plata_02.09.2023_06:16_PM_351.7}
0.9,JUPITER II,TER II,9123726,701000533,ARG,TRAWLERS,mar del plata,361.6,137.5,9.2,21.2,e3871ccd3-3170-a5c6-5af0-7012d74cd623,TFCCTF{701000533_mar del plata_02.09.2023_07:29_PM_137.5},TFCCTF{701000533_mar del plata_02.09.2023_07:29_PM_361.6}
0.9,BENARKLE II PD400, PD400,9703904,235107957,GBR,TRAWLERS,peterhead,243.3,79.7,9.2,14.3,6a1a4a0ea-a9d7-0856-9f85-1c7749c9507e,TFCCTF{235107957_peterhead_15.09.2023_07:10_AM_79.7},TFCCTF{235107957_peterhead_15.09.2023_07:10_AM_243.3}
0.9,INGUN,INGUN,8972326,266066000,SWE,TRAWLERS,ockero,272.6,69.8,9.2,16.0,85eaca28f-fc45-e009-f6ec-466467be1688,TFCCTF{266066000_ockero_10.09.2023_05:05_AM_69.8},TFCCTF{266066000_ockero_10.09.2023_05:05_AM_272.6}
0.89125,LADY COMEAU III,AU III,9863651,316042515,CAN,TRAWLERS,shelburne,214.8,177.9,8.2,14.1,6995379d9-9e0f-990a-63a7-a78dd459a549,TFCCTF{316042515_shelburne_07.09.2023_09:40_AM_177.9},TFCCTF{316042515_shelburne_07.09.2023_09:40_AM_214.8}
0.8875,TUNGA,TUNGA,9233105,659390000,NAM,TRAWLERS,walvis bay,128.1,130.7,9.1,7.6,49ecc2adb-b099-af29-358e-f8faccbf3227,TFCCTF{659390000_walvis bay_29.09.2023_01:48_AM_130.7},TFCCTF{659390000_walvis bay_29.09.2023_01:48_AM_128.1}
0.8875,KOMUKANDI,UKANDI,7357414,659218000,NAM,TRAWLERS,walvis bay,113.2,120.2,9.1,6.7,2c072db60-0d00-c4f4-91ce-9c19be9a9c22,TFCCTF{659218000_walvis bay_01.09.2023_01:13_AM_120.2},TFCCTF{659218000_walvis bay_01.09.2023_01:13_AM_113.2}
0.8875,SIEMPRE SANTA ROSA,A ROSA,8600715,701006055,ARG,TRAWLERS,puerto madryn,167.6,141.3,9.1,9.9,d20055aba-ae98-bde8-09f3-5d96aea29a77,TFCCTF{701006055_puerto madryn_03.09.2023_08:15_AM_141.3},TFCCTF{701006055_puerto madryn_03.09.2023_08:15_AM_167.6}
0.8875,DMITRY KOZHARSKIY,ARSKIY,9836191,273298620,RUS,TRAWLERS,toftir,126.4,95.7,10.9,6.3,e0643023d-d115-d711-8d51-5cb6d8026c38,TFCCTF{273298620_toftir_08.09.2023_05:10_AM_95.7},TFCCTF{273298620_toftir_08.09.2023_05:10_AM_126.4}
0.8875,BERING ROSE,G ROSE,8037578,367355000,USA,TRAWLERS,dutch harbor,115.5,77.0,9.1,6.8,087e6027c-c171-2185-5949-a2be13d66569,TFCCTF{367355000_dutch harbor_01.09.2023_03:02_AM_77.0},TFCCTF{367355000_dutch harbor_01.09.2023_03:02_AM_115.5}
0.8875,ESS PRIDE, PRIDE,8960256,367411950,USA,TRAWLERS,new bedford,178.6,104.0,10.9,8.8,f894031c7-7e20-2d93-8770-42decc5e6b6d,TFCCTF{367411950_new bedford_12.09.2023_06:06_PM_104.0},TFCCTF{367411950_new bedford_12.09.2023_06:06_PM_178.6}
0.8875,FORPOST,ORPOST,9039767,273355780,RUS,TRAWLERS,kirkenes,100.7,51.2,9.1,5.9,208659960-0142-40c1-339a-c816edcab44b,TFCCTF{273355780_kirkenes_30.09.2023_12:46_AM_51.2},TFCCTF{273355780_kirkenes_30.09.2023_12:46_AM_100.7}
0.8875,STARWARD,ARWARD,8016536,367084590,USA,TRAWLERS,dutch harbor,107.2,54.9,10.9,5.3,c5c3f696a-a0a1-e825-b50b-cb39ae2ad7b9,TFCCTF{367084590_dutch harbor_03.09.2023_07:54_PM_54.9},TFCCTF{367084590_dutch harbor_03.09.2023_07:54_PM_107.2}
0.8875,STARLITE,ARLITE,7819228,367528000,USA,TRAWLERS,dutch harbor,105.1,52.9,10.9,5.2,13dbb3f6c-c31f-35a4-4db2-c00056f7a0b8,TFCCTF{367528000_dutch harbor_03.09.2023_07:57_PM_52.9},TFCCTF{367528000_dutch harbor_03.09.2023_07:57_PM_105.1}
0.8875,SAN ENTERPRISE,RPRISE,8901420,512000122,NZL,TRAWLERS,timaru,251.8,104.4,9.1,15.0,3730a4384-450e-315b-da6e-1e438502b7bc,TFCCTF{512000122_timaru_01.09.2023_02:26_PM_104.4},TFCCTF{512000122_timaru_01.09.2023_02:26_PM_251.8}
0.8875,GIUS&ALESSAND>AIELLO,AIELLO,8692445,247149810,ITA,TRAWLERS,mazara del vallo,152.0,50.8,9.1,9.0,4171b4414-4a6f-45a1-070a-cee30be9c106,TFCCTF{247149810_mazara del vallo_19.09.2023_04:44_AM_50.8},TFCCTF{247149810_mazara del vallo_19.09.2023_04:44_AM_152.0}
0.8875,GV LAURA, LAURA,8229171,227411000,FRA,TRAWLERS,loctudy,386.3,93.5,9.1,23.0,892b3dce6-6188-3f40-f9a3-215e7bfa1e64,TFCCTF{227411000_loctudy_03.09.2023_07:05_AM_93.5},TFCCTF{227411000_loctudy_03.09.2023_07:05_AM_386.3}
0.87975,JOKULL,JOKULL,9127837,251186000,ISL,FISHING,husavik,231.8,162.8,9.2,13.6,e8960e073-38e1-fdc8-be0f-520b04941781,TFCCTF{251186000_husavik_04.09.2023_09:06_AM_162.8},TFCCTF{251186000_husavik_04.09.2023_09:06_AM_231.8}
0.87975,HARVEST SALDANHA,LDANHA,8619792,601087700,ZAF,FISHING,saldanha bay,162.9,57.5,9.2,9.6,a3f545cb0-0ec7-a982-7699-938c36002c8a,TFCCTF{601087700_saldanha bay_01.09.2023_04:58_AM_57.5},TFCCTF{601087700_saldanha bay_01.09.2023_04:58_AM_162.9}
0.87687,MELLINO VI,INO VI,5063801,701006037,ARG,TRAWLERS,mar del plata,290.0,214.6,8.1,19.4,f7e28f749-9abb-96d5-df9d-5b458bab62c9,TFCCTF{701006037_mar del plata_04.09.2023_07:59_PM_214.6},TFCCTF{701006037_mar del plata_04.09.2023_07:59_PM_290.0}
0.87687,ADALSTEINN JONSSON,ONSSON,9283461,251209000,ISL,TRAWLERS,eskifjordur,159.6,81.2,11.9,7.3,170eccc43-3bb2-29dc-ed1d-08f63f950092,TFCCTF{251209000_eskifjordur_04.09.2023_04:35_AM_81.2},TFCCTF{251209000_eskifjordur_04.09.2023_04:35_AM_159.6}
0.875,FALKUR,FALKUR,9385116,231031000,FRO,TRAWLERS,toftir,100.0,97.4,9.0,6.0,2878ed7b9-908a-4097-e2aa-26964ff8017e,TFCCTF{231031000_toftir_04.09.2023_03:36_AM_97.4},TFCCTF{231031000_toftir_04.09.2023_03:36_AM_100.0}
0.875,MARIANELA,IANELA,8702020,701000736,ARG,TRAWLERS,mar del plata,216.2,265.3,11.0,10.7,eb4a310a9-9cff-2b15-e5d1-8b503a1af0dc,TFCCTF{701000736_mar del plata_13.09.2023_04:25_AM_265.3},TFCCTF{701000736_mar del plata_13.09.2023_04:25_AM_216.2}
0.875,YAKOV GUNIN, GUNIN,9137492,273550400,RUS,TRAWLERS,retinskoe,220.9,180.8,11.0,10.8,f3a8ca902-2d12-4440-0ede-4b5032725181,TFCCTF{273550400_retinskoe_01.09.2023_07:10_PM_180.8},TFCCTF{273550400_retinskoe_01.09.2023_07:10_PM_220.9}
0.875,MADRE DIVINA,DIVINA,7310686,701000706,ARG,TRAWLERS,puerto madryn,174.6,139.7,9.0,10.4,3100d607e-e5a7-7ac2-4639-606a5f1d6337,TFCCTF{701000706_puerto madryn_03.09.2023_06:35_AM_139.7},TFCCTF{701000706_puerto madryn_03.09.2023_06:35_AM_174.6}
0.875,ORVAR,ORVAR,8714554,273323130,RUS,TRAWLERS,murmansk,352.0,273.5,9.0,21.2,e2fa4f4bd-dd96-bdbd-c66a-7c8bcf58c459,TFCCTF{273323130_murmansk_09.09.2023_05:52_AM_273.5},TFCCTF{273323130_murmansk_09.09.2023_05:52_AM_352.0}
0.875,FEIXA,FEIXA,7931947,701000850,ARG,TRAWLERS,mar del plata,282.4,210.2,11.0,13.8,7b0a0e362-2f0e-3888-20bb-ecedc7ea684e,TFCCTF{701000850_mar del plata_09.09.2023_10:58_AM_210.2},TFCCTF{701000850_mar del plata_09.09.2023_10:58_AM_282.4}
0.875,MAREJADA,REJADA,8700888,701006062,ARG,TRAWLERS,mar del plata,230.4,159.2,9.0,13.8,ea5cca6dd-d2e6-452e-240d-a92ba60d5df7,TFCCTF{701006062_mar del plata_04.09.2023_01:22_PM_159.2},TFCCTF{701006062_mar del plata_04.09.2023_01:22_PM_230.4}
0.875,M/P SIRIO, SIRIO,8790962,247148110,ITA,TRAWLERS,mazara del vallo,105.0,69.3,11.0,5.2,2c8d37c2d-dbd1-b0f6-7bd4-fa53f518befc,TFCCTF{247148110_mazara del vallo_14.09.2023_04:21_AM_69.3},TFCCTF{247148110_mazara del vallo_14.09.2023_04:21_AM_105.0}
0.875,IRVAS,IRVAS,8220527,273316510,RUS,TRAWLERS,murmansk,93.2,53.3,9.0,5.6,18ff33d18-8478-cb29-7a7b-c0ceb462ef56,TFCCTF{273316510_murmansk_12.09.2023_04:12_AM_53.3},TFCCTF{273316510_murmansk_12.09.2023_04:12_AM_93.2}
0.875,F/V MIRANDA,IRANDA,8619948,232006030,GBR,TRAWLERS,harlingen,239.9,66.9,11.0,11.8,30487551d-d26b-c3c9-48f5-b8ce7464e079,TFCCTF{232006030_harlingen_04.09.2023_11:44_AM_66.9},TFCCTF{232006030_harlingen_04.09.2023_11:44_AM_239.9}
0.875,Z19 BRIGITTE,IGITTE,9898668,205096000,BEL,TRAWLERS,harlingen,335.9,66.0,9.0,20.1,054b3f2fd-d468-e27f-6ba5-03b9b6fefb11,TFCCTF{205096000_harlingen_01.09.2023_07:52_AM_66.0},TFCCTF{205096000_harlingen_01.09.2023_07:52_AM_335.9}
0.8625,SOVEREIGNTY,EIGNTY,8213213,366899520,USA,TRAWLERS,akutan,66.1,62.8,8.9,4.0,3740893ee-e0e5-d8e7-d180-3f138ae4bf3f,TFCCTF{366899520_akutan_02.09.2023_12:13_PM_62.8},TFCCTF{366899520_akutan_02.09.2023_12:13_PM_66.1}
0.8625,UK2 ADRIAANTJE,AANTJE,9013907,244381000,NLD,TRAWLERS,thyboron,103.9,97.3,8.9,6.3,79a134942-2de5-dc8b-02a3-eef887e02c85,TFCCTF{244381000_thyboron_04.09.2023_10:52_AM_97.3},TFCCTF{244381000_thyboron_04.09.2023_10:52_AM_103.9}
0.8625,RIODOMAR CUARTO,CUARTO,9317626,224009000,ESP,TRAWLERS,cansado,126.5,131.5,8.0,8.5,f98e773d9-9f32-9ebb-15d9-21c905db40b0,TFCCTF{224009000_cansado_03.09.2023_08:06_PM_131.5},TFCCTF{224009000_cansado_03.09.2023_08:06_PM_126.5}
0.8625,VENUS,VENUS,9718296,251426000,ISL,TRAWLERS,faskrudsfjordur,100.8,78.8,8.9,6.1,483fa3fd7-7ab1-d403-6225-2b01ac225541,TFCCTF{251426000_faskrudsfjordur_05.09.2023_02:34_PM_78.8},TFCCTF{251426000_faskrudsfjordur_05.09.2023_02:34_PM_100.8}
0.8625,COSIMO PADRE, PADRE,7941497,247146830,ITA,TRAWLERS,mazara del vallo,88.3,60.4,8.9,5.3,7949b0f74-4fba-4da3-264f-5ddf76b8e217,TFCCTF{247146830_mazara del vallo_07.09.2023_03:47_PM_60.4},TFCCTF{247146830_mazara del vallo_07.09.2023_03:47_PM_88.3}
0.8625,SEVRYBA-1,RYBA-1,8801187,273523100,RUS,TRAWLERS,murmansk,243.2,148.5,11.1,11.8,15c12c269-9a52-a9c7-d8ae-8777b6460934,TFCCTF{273523100_murmansk_01.09.2023_11:33_AM_148.5},TFCCTF{273523100_murmansk_01.09.2023_11:33_AM_243.2}
0.8625,NEW SEA ROVER, ROVER,7230965,367346010,USA,TRAWLERS,new bedford,176.0,105.0,8.9,10.6,a60bb8c1a-a9cd-5892-2581-2bea9933c8e0,TFCCTF{367346010_new bedford_20.09.2023_03:22_PM_105.0},TFCCTF{367346010_new bedford_20.09.2023_03:22_PM_176.0}
0.8625,ATLANTIC QUEST, QUEST,9089217,250000428,IRL,TRAWLERS,castletown bearhaven,172.9,98.5,11.1,8.4,8b6c1cb81-1472-f2a8-7ca0-3f2a10065f50,TFCCTF{250000428_castletown bearhaven_14.09.2023_07:00_AM_98.5},TFCCTF{250000428_castletown bearhaven_14.09.2023_07:00_AM_172.9}
0.8625,BREST,BREST,7832347,273298800,RUS,TRAWLERS,murmansk,281.2,148.2,11.1,13.7,426ecf71b-b7f4-bcc7-4f1f-c2a83ddb33bc,TFCCTF{273298800_murmansk_03.09.2023_12:17_PM_148.2},TFCCTF{273298800_murmansk_03.09.2023_12:17_PM_281.2}
0.8625,NANGHAM,ANGHAM,7327902,630123900,GNB,TRAWLERS,dakar,350.1,168.3,8.0,23.8,689115283-3bee-3183-8240-4ac710518451,TFCCTF{630123900_dakar_04.09.2023_06:34_PM_168.3},TFCCTF{630123900_dakar_04.09.2023_06:34_PM_350.1}
0.8625,GIACOMOGANCITANO PRI,NO PRI,8688353,247142860,ITA,TRAWLERS,mazara del vallo,173.3,75.9,8.0,11.7,2a8d8a64a-aec6-b59e-3504-ede20e414198,TFCCTF{247142860_mazara del vallo_09.09.2023_10:49_AM_75.9},TFCCTF{247142860_mazara del vallo_09.09.2023_10:49_AM_173.3}
0.85,BLAENGUR,AENGUR,7233096,251063000,ISL,TRAWLERS,neskaupstadur,110.8,112.2,11.2,5.3,0a99c941d-dfcc-be43-c589-e1070728b268,TFCCTF{251063000_neskaupstadur_02.09.2023_03:29_AM_112.2},TFCCTF{251063000_neskaupstadur_02.09.2023_03:29_AM_110.8}
0.85,GAYDUK,GAYDUK,8227616,273437660,RUS,TRAWLERS,retinskoe,282.5,241.4,11.2,13.6,c2ee646a3-3cfc-cbe2-a9cd-2ec2b8956cca,TFCCTF{273437660_retinskoe_06.09.2023_01:53_AM_241.4},TFCCTF{273437660_retinskoe_06.09.2023_01:53_AM_282.5}
0.85,ARCTIC VOYAGER,OYAGER,9167904,231125000,FRO,TRAWLERS,fuglafjordur,312.1,254.3,8.8,19.2,312aadc1f-f57c-4c57-070e-e8f23d0d96e4,TFCCTF{231125000_fuglafjordur_03.09.2023_12:58_PM_254.3},TFCCTF{231125000_fuglafjordur_03.09.2023_12:58_PM_312.1}
0.85,DOGGI,DOGGI,9233117,257247000,NOR,TRAWLERS,melkoya,280.5,189.1,11.2,13.5,4fa6b890e-ee39-780a-c2f7-7353d192501d,TFCCTF{257247000_melkoya_29.09.2023_06:07_AM_189.1},TFCCTF{257247000_melkoya_29.09.2023_06:07_AM_280.5}
0.85,ATLANTIC JANE,C JANE,6700169,770576200,URY,TRAWLERS,montevideo,305.6,204.4,8.8,18.7,cffbd9c80-033b-a1d1-cc3b-36787ee35d6f,TFCCTF{770576200_montevideo_06.09.2023_01:57_PM_204.4},TFCCTF{770576200_montevideo_06.09.2023_01:57_PM_305.6}
0.85,BERING DEFENDER,FENDER,8213201,367522830,USA,TRAWLERS,dutch harbor,119.5,78.4,8.8,7.3,69f1aff31-12cd-b84c-377f-263a25fac35d,TFCCTF{367522830_dutch harbor_01.09.2023_02:33_AM_78.4},TFCCTF{367522830_dutch harbor_01.09.2023_02:33_AM_119.5}
0.85,ANNE RISLEY,RISLEY,9546605,316014440,CAN,TRAWLERS,argentia,381.3,220.7,11.2,18.5,026995043-38ee-18fa-8433-9b1be40ccc05,TFCCTF{316014440_argentia_07.09.2023_07:33_PM_220.7},TFCCTF{316014440_argentia_07.09.2023_07:33_PM_381.3}
0.85,FV SOLA FIDE,A FIDE,8822569,235005740,GBR,TRAWLERS,harlingen,142.9,67.5,11.2,6.9,49822a113-31f7-1959-54bd-1782f2cb4f60,TFCCTF{235005740_harlingen_04.09.2023_07:01_AM_67.5},TFCCTF{235005740_harlingen_04.09.2023_07:01_AM_142.9}
0.85,ORKA WLA-139,LA-139,7905211,261497000,POL,TRAWLERS,gdynia,202.5,88.4,8.8,12.5,7688ea932-2738-0337-9883-b6cf81e9c5d4,TFCCTF{261497000_gdynia_25.09.2023_09:18_AM_88.4},TFCCTF{261497000_gdynia_25.09.2023_09:18_AM_202.5}
0.85,KAPITAN BACHURIKHIN,RIKHIN,8936554,273427730,RUS,TRAWLERS,retinskoe,134.0,56.0,8.8,8.2,ce7da8f5d-d70a-ea9d-4d32-fa1938170bad,TFCCTF{273427730_retinskoe_17.09.2023_12:07_AM_56.0},TFCCTF{273427730_retinskoe_17.09.2023_12:07_AM_134.0}
0.85,MALMEY,MALMEY,8602878,251126110,ISL,TRAWLERS,saudarkrokur,254.8,89.1,8.8,15.6,055d05a43-3e28-87c1-0437-6d7e83602045,TFCCTF{251126110_saudarkrokur_08.09.2023_04:01_AM_89.1},TFCCTF{251126110_saudarkrokur_08.09.2023_04:01_AM_254.8}
0.84813,JAMIE MARIE, MARIE,8807296,366425240,USA,TRAWLERS,westport,161.3,56.2,7.9,11.0,e4794b991-14fb-2c9e-0cde-88274c46c66f,TFCCTF{366425240_westport_01.09.2023_06:15_PM_56.2},TFCCTF{366425240_westport_01.09.2023_06:15_PM_161.3}
0.8375,RI457 KIRSTEN FJORD, FJORD,9201918,219793000,DNK,TRAWLERS,hvide sande,112.7,108.7,8.7,7.0,a669c93c0-0a7f-0946-7ac9-9960ad3c4b73,TFCCTF{219793000_hvide sande_04.09.2023_05:56_AM_108.7},TFCCTF{219793000_hvide sande_04.09.2023_05:56_AM_112.7}
0.8375,WLA-307,LA-307,7905974,261003620,POL,TRAWLERS,wladyslawowo,96.6,77.1,8.7,6.0,dccb39a8a-a1aa-f63b-7652-5ca0db4e6e3d,TFCCTF{261003620_wladyslawowo_24.09.2023_10:41_PM_77.1},TFCCTF{261003620_wladyslawowo_24.09.2023_10:41_PM_96.6}
0.8375,JAIME R,AIME R,9098880,224069140,ESP,TRAWLERS,dakar,271.7,150.6,8.7,16.9,c55db3f88-825c-7b5e-ea2b-90578f54ef3f,TFCCTF{224069140_dakar_03.09.2023_08:59_AM_150.6},TFCCTF{224069140_dakar_03.09.2023_08:59_AM_271.7}
0.8375,EMERALD ISLE 1,ISLE 1,9069918,250000626,IRL,TRAWLERS,killybegs,256.8,122.0,11.3,12.2,7ff706d13-3f6b-88f4-cf59-923eb709b673,TFCCTF{250000626_killybegs_11.09.2023_12:28_PM_122.0},TFCCTF{250000626_killybegs_11.09.2023_12:28_PM_256.8}
0.8375,PRASSITELE,SITELE,8541440,247080210,ITA,TRAWLERS,mazara del vallo,248.2,74.0,11.3,11.9,0d677d968-8db7-6738-9137-14d14446baa4,TFCCTF{247080210_mazara del vallo_09.09.2023_05:21_AM_74.0},TFCCTF{247080210_mazara del vallo_09.09.2023_05:21_AM_248.2}
0.8375,F/V EFFERA,EFFERA,9010761,227391000,FRA,TRAWLERS,douarnenez,375.8,95.4,8.7,23.2,d161bbd59-9e8e-3019-0ba9-e667ce9d6006,TFCCTF{227391000_douarnenez_07.09.2023_05:43_PM_95.4},TFCCTF{227391000_douarnenez_07.09.2023_05:43_PM_375.8}
0.8375,MARGRET,ARGRET,9388572,251610000,ISL,TRAWLERS,akureyri,236.6,54.5,8.7,14.7,b96cebffa-a4aa-9d2e-6046-8621f596170f,TFCCTF{251610000_akureyri_23.09.2023_02:56_PM_54.5},TFCCTF{251610000_akureyri_23.09.2023_02:56_PM_236.6}
0.8375,GG707 ARKO,7 ARKO,9814715,266461000,SWE,TRAWLERS,skarhamn,244.1,50.7,8.7,15.1,cf962ecfc-c4c9-9162-e410-158327a91a72,TFCCTF{266461000_skarhamn_04.09.2023_05:35_AM_50.7},TFCCTF{266461000_skarhamn_04.09.2023_05:35_AM_244.1}
0.83375,POMBO CUATRO,CUATRO,8959348,224013220,ESP,TRAWLERS,coruna,60.9,51.5,7.8,4.2,2fae7e2db-b69b-c2e5-dc37-1e6083d8feb1,TFCCTF{224013220_coruna_04.09.2023_03:09_AM_51.5},TFCCTF{224013220_coruna_04.09.2023_03:09_AM_60.9}
0.83375,COMMODORE,MODORE,8707616,369515000,USA,TRAWLERS,dutch harbor,135.4,71.3,7.8,9.4,5cd613570-0cfe-1e8f-16ca-5575e6e1dee9,TFCCTF{369515000_dutch harbor_01.09.2023_04:47_AM_71.3},TFCCTF{369515000_dutch harbor_01.09.2023_04:47_AM_135.4}
0.83375,LA PINTA R,INTA R,9225823,224175000,ESP,TRAWLERS,dakar,288.9,136.9,7.8,19.9,c17075854-49bb-6c86-ad25-6b9f2d6f6ddd,TFCCTF{224175000_dakar_03.09.2023_10:33_AM_136.9},TFCCTF{224175000_dakar_03.09.2023_10:33_AM_288.9}
0.82907,SIVULLIQ,VULLIQ,9219094,316014240,CAN,TRAWLERS,nuuk,561.1,332.5,11.8,25.8,5727eff33-398a-9e7a-d779-4f42f0c7149b,TFCCTF{316014240_nuuk_03.09.2023_07:23_PM_332.5},TFCCTF{316014240_nuuk_03.09.2023_07:23_PM_561.1}
0.825,MARA I,MARA I,8612548,701000649,ARG,TRAWLERS,puerto madryn,280.4,263.6,8.6,17.5,0620b905b-bd8f-dbac-a3ed-81ac78afd958,TFCCTF{701000649_puerto madryn_02.09.2023_06:48_AM_263.6},TFCCTF{701000649_puerto madryn_02.09.2023_06:48_AM_280.4}
0.825,BARDI,BARDI,9622966,251072000,ISL,TRAWLERS,neskaupstadur,93.8,79.8,11.4,4.4,d26aab065-5cc6-65d2-e804-f51510716387,TFCCTF{251072000_neskaupstadur_01.09.2023_09:46_PM_79.8},TFCCTF{251072000_neskaupstadur_01.09.2023_09:46_PM_93.8}
0.825,PUENTE CHICO, CHICO,8711241,701000772,ARG,TRAWLERS,puerto madryn,149.4,122.5,11.4,7.1,027c7f359-90b4-4a5b-93f0-e31eb692a0cc,TFCCTF{701000772_puerto madryn_03.09.2023_05:29_AM_122.5},TFCCTF{701000772_puerto madryn_03.09.2023_05:29_AM_149.4}
0.825,NORD TRAL,D TRAL,9219771,273431310,RUS,TRAWLERS,retinskoe,435.6,330.3,11.4,20.7,3f5d36e67-7b21-5056-7dea-c99acae89650,TFCCTF{273431310_retinskoe_04.09.2023_04:31_AM_330.3},TFCCTF{273431310_retinskoe_04.09.2023_04:31_AM_435.6}
0.825,F/V PEPE BARREIRO,RREIRO,9282637,228043800,FRA,TRAWLERS,castletown bearhaven,249.3,175.2,11.4,11.8,deb768e1f-f693-9609-06ef-f3a3448516cf,TFCCTF{228043800_castletown bearhaven_14.09.2023_11:51_AM_175.2},TFCCTF{228043800_castletown bearhaven_14.09.2023_11:51_AM_249.3}
0.825,RANKIN,RANKIN,8218586,231129000,FRO,TRAWLERS,toftir,140.0,85.9,8.6,8.8,356593859-9f7b-0d09-eb6e-d426aff6b5bd,TFCCTF{231129000_toftir_02.09.2023_04:25_AM_85.9},TFCCTF{231129000_toftir_02.09.2023_04:25_AM_140.0}
